,app,lang,content,score
1671,FoodPanda,en,"foodpanda – ⭐⭐⭐⭐⭐ excellent food delivery app, fast service and plenty of restaurant choices.",5
1672,FoodPanda,en,အဆင်ပြေပါသည်,5
1674,FoodPanda,en,"too bad experience to this app, non refundable!!",1
1676,FoodPanda,en,"i had a bad experience with the pandapro subscription. the free trial could not be cancelled properly, which caused an unwanted charge. later, customer support cited “first 7 days of usage” as a condition for refunds, but this was never stated in the terms. the whole process felt dismissive, with replies like “we appreciate your understanding” instead of resolving the core issue. disappointing service, and i hope others are careful before subscribing.",1
1677,FoodPanda,en,foodpanda is a great well being food delivery fast and cheap,5
1678,FoodPanda,en,"weeryiimmmmmm typ , ♥️",5
1679,FoodPanda,en,fast delivery ..,5
1680,FoodPanda,en,this app is very good i love it,5
1681,FoodPanda,en,they make you wait for hours.... when u ask for refund tbey wont. food will gwt cancelled eventualy but no refund.,1
1682,FoodPanda,en,bohat hi faltu app hai inke reider jahil.h bilkul,1
1683,FoodPanda,en,everytime when i order from foopanda and everytime the order gets delay and i tried to contact with customer support but the issue didn't solved. why we are ordering from the app because we want a good and fast service,1
1684,FoodPanda,en,great app and now i'm looking forward for a gift card from foodpanda 😁,5
1685,FoodPanda,en,shame on you,1
1686,FoodPanda,en,"if foodpanda does not have riders, then i think foodpanda should inform every area that we only onboard you, but we cannot provide delivery service. most of our foodpanda customers have to wait an hour or more for a rider, and after waiting for one hour, one and a half hours, or even two hours, the customer is forced to cancel the order. the reply we always receive from foodpanda is, “we apologize, we will compensate you, and it won’t happen again.” you should close delivery service.",1
1687,FoodPanda,en,3rd class app vouchers don't work,1
1690,FoodPanda,en,"disappointment at its peak. payment processing takes so long and pays the money itself without even placing the order, and yeah, you guessed right, no refunds. it's not about money. it's about trust and humanity. i am uninstallling it, but i have the worst experience.",5
1691,FoodPanda,en,"my experience with foodpanda has been extremely disappointing. i placed two orders, both times they made me wait 45 minutes only to automatically cancel the order without any proper reason or notification. this is not just a waste of time but also highly unprofessional. the service is unreliable and frustrating, and i see no reason to ever use it again.",1
1693,FoodPanda,en,panda mart isn't available in al raheem garden (manawan side) after quaid e azam interchange society not service at this side plzz open this dilivery at this side,5
1694,FoodPanda,en,worst app even the restaurants are open they show unavailable i don't know what they want if you got pandapro restaurants are likely less available i request them to focus on their service,1
1695,FoodPanda,en,"the location is locked in dasmarinas even though im in general trias,it also wont accept the address i typed and it insisted that my home is on dasmarinas even when its not",1
1697,FoodPanda,en,worst ever service. agr rain ki waja se service mai masla hai to order na le. ek restaurant se order kya jo 10 minute k distance per tha usse order abhi tk nahi aya or payment bhi process hogai 1.5 hour hochuke hai,1
1698,FoodPanda,en,foodpanda is a awesome app for ordering food. lots of restaurants to order from and good service.,5
1699,FoodPanda,en,"i've waited my order for 1 hour 45 minutes...the status shown still preparing order... when i call the restaurant 2x, turns out the food is ready out cold and no driver is assigned to pickup. some more i can't cancel the order while in preparing status, had to wait until the restaurant closing 1 am then auto-cancel!!!! wasting my time,refund also need wait 14 days.",1
1700,FoodPanda,en,h uzaifa. f fg,5
1701,FoodPanda,en,"the driver didn't follow my direction and ends up delivering it to the wrong house they didn't chat or call even though i inform them to chat me if there here but they just take a pic and go and the chat ended,i waited for 1 hour for my food and just wasted my time so dissapointing.",1
1702,FoodPanda,en,"whenever i try to order anything it says it doesn't deliver in your area, this is the response in lahore no idea how it works nationally or internationally",1
1703,FoodPanda,en,very convenient fast delivery,5
1704,FoodPanda,en,login hole kono dhoroner khabar show kore na don't wast your time,1
1705,FoodPanda,en,"foodpanda delivers food fast and fresh! the app is easy to use, has lots of restaurants, and the service is always reliable.",5
1707,FoodPanda,en,i tried to order in here it's taking it so long poor quality of service in chat you cant connect to complaint.,1
1708,FoodPanda,en,pathetic services ... bekar tareen app hy aur bekar tareen services hn . na koi hotline na hi email option .. paglon ki tarah msgs kro beth k ..,1
1709,FoodPanda,en,worst,1
1710,FoodPanda,en,"they cheat, scam, and won't refund for broken items from pandamart. avoid this app. i ordered the soup spoon soups, three packs. you save these in the fridge, warm up when you want to eat. five days later, when i grabbed the last pack, i discovered the pack had been broken and was leaking. contacted them, some brain dead creature name edward said won't do anything since it's past 24 hours. i curse you all, for cheating and scamming. may you at foodpanda suffer for the cheating you do!",1
1711,FoodPanda,en,good app,5
1712,FoodPanda,en,great application excellent 👍,5
1713,FoodPanda,en,০১৯৭৭৩৩৯১৩৫,4
1714,FoodPanda,en,late delivery (1 hr plus) can't be cancelled,1
1716,FoodPanda,en,"they let drivers scam you,​customer service zero, so much plastic. trash app",1
1717,FoodPanda,en,bakit inalis nyo po yung cancel order??this is the 3rd time na halos 1hr na kami nag aantay ng order kasi wala nag accept na rider..nalipasan na kami ng gutom,1
1718,FoodPanda,en,service is bad especially when they failed to deliver the items the cost of the food is 10 each & there are voucher used by when the delivery only deliver only 2 items they deduct everything and only 70% refunded. time wasted for the food is 1 hrs + delivery lady didn't check how many items should she deliver customer service is not helpful. service is bad.,1
1719,FoodPanda,en,"very bad experience. i order food at this fast food restaurant. then, the restaurant call me ask if i want to cancel bc my food is not available. i was like, yeah sure bc i only want to eat that particular food. the thing is, they didn't inform me that if cancel order, my money will not be refunded. so basically i just pay for nothing lol. i already reach out to customer service in fb but they said the policy didn't allow refund. will deactivate fp and use grab instead. 🥲",1
1720,FoodPanda,en,"extremely poor service! while placing order, it showed that order will be delivered in 20 min. but in reality it took 100 min. the distance was highly of 15 min even if i consider worst possible road condition!!",1
1721,FoodPanda,en,very nice aap,5
1722,FoodPanda,en,dogshit apps. likes to playing around rules and disconnect. when i want to request refund it keeps upload failed regardless i use mobile data or wifi. keep trying for 12 hours seperately then last minute only allow me upload succesful!!!! by the time i have to take photo of irl spillage hello... now it close case resolved and i cannot do anything. hope grab win you pos foodpanda,1
1723,FoodPanda,en,"blocked number? why did you blocked it, this is my first time downloading foodpanda and it turns out you've blocked my number? seriously? i have no idea why it's blocked, can you explain why . i hate this!.",1
1725,FoodPanda,en,"was about to use the first order 50% off voucher but realised can only use selected payment method. so changed to tng ewallet, but redirecting was so long that it went back & the only choice popped up then was to cancel order. proceed to re-order, the voucher was no longer available; as apparently, the canceled order was my first order 😑 selected payment method include maybank2u and there was no such choice btw. i tried to use fpx & set it to maybank but nope 🙂‍↔️ extra 1 star for easy to use",2
1726,FoodPanda,en,"foodpanda makes ordering food and groceries super convenient with a wide variety of restaurants and stores to choose from. delivery is usually fast and reliable, and the app is easy to use. occasional delays or missing items can happen, but overall, foodpanda provides a helpful service for busy lifestyles.",5
1727,FoodPanda,en,awesome biryani same great taste as in boat basin branch keep it up,5
1728,FoodPanda,en,too much slow too much late app show 5 to 10 mints but rider is not come and one hour past the order order is not come yet too much bad experience,1
1729,FoodPanda,en,it has many restaurants choose from and the apps is easy to use.order and delivered quickly and food usually arrives fresh and hot.foodpanda is a very useful app for ordering food online,5
1731,FoodPanda,en,"made an order, paid using my card, they cancelled my order for unknown reasons, wish i can upload a picture of it, chat with their customer support, saying that i'm not eligible for refund, literally took my money, i don't recommend this food service app for card users.",1
1732,FoodPanda,en,"baal er app, first order er code kaaj kore na, sob conditions manar poreo",1
1733,FoodPanda,en,my children use foodpanda many times n found foodpanda service is excellent masha'allah,5
